occupation,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
Other-service,White,Female,0,0,40,United-States,<=50K
Sales,Black,Female,0,0,30,United-States,<=50K
Tech-support,White,Male,0,0,40,United-States,>50K
Exec-managerial,White,Female,0,0,45,United-States,>50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Priv-house-serv,White,Female,0,0,40,Guatemala,<=50K
Adm-clerical,White,Female,0,0,45,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,>50K
Transport-moving,Black,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Prof-specialty,White,Female,0,0,32,United-States,<=50K
Adm-clerical,White,Female,0,0,45,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Other-service,White,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,50,Japan,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Sales,White,Male,0,0,50,United-States,>50K
Other-service,White,Male,0,0,15,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Machine-op-inspct,Asian-Pac-Islander,Female,0,0,42,India,<=50K
Sales,White,Male,0,0,45,United-States,<=50K
Other-service,White,Female,0,0,20,United-States,<=50K
Tech-support,White,Female,0,0,25,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,80,United-States,<=50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Other-service,Black,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
?,White,Female,0,0,40,United-States,<=50K
Sales,Other,Male,0,0,98,Dominican-Republic,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,40,United-States,>50K
Craft-repair,White,Male,0,0,50,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,35,Mexico,<=50K
Other-service,White,Male,0,0,20,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,35,United-States,<=50K
Other-service,White,Male,0,0,35,Mexico,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,60,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,50,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
?,White,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,32,United-States,<=50K
Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
Adm-clerical,Black,Female,0,0,40,United-States,<=50K
Exec-managerial,Black,Male,0,0,40,United-States,<=50K
Machine-op-inspct,Amer-Indian-Eskimo,Male,0,0,30,United-States,<=50K
Prof-specialty,White,Female,0,0,45,United-States,<=50K
Farming-fishing,White,Male,0,0,12,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Farming-fishing,White,Male,0,0,38,United-States,<=50K
Exec-managerial,White,Male,0,0,54,United-States,>50K
Craft-repair,Asian-Pac-Islander,Male,0,0,36,Vietnam,>50K
Sales,White,Female,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,20,United-States,<=50K
Protective-serv,White,Male,0,0,99,United-States,<=50K
Prof-specialty,White,Female,0,0,15,United-States,<=50K
Handlers-cleaners,Black,Female,0,0,30,United-States,<=50K
?,White,Female,0,0,40,United-States,<=50K
Other-service,Black,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,25,United-States,<=50K
Craft-repair,White,Male,0,0,20,United-States,<=50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Sales,White,Female,0,0,40,United-States,<=50K
Sales,White,Male,0,0,20,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Tech-support,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Adm-clerical,Black,Female,0,0,25,United-States,<=50K
Sales,Black,Female,0,0,37,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Sales,Black,Male,0,0,40,United-States,<=50K
Prof-specialty,Asian-Pac-Islander,Male,0,0,19,India,<=50K
Exec-managerial,Asian-Pac-Islander,Female,0,0,40,China,<=50K
Exec-managerial,White,Male,0,0,50,United-States,>50K
Machine-op-inspct,White,Male,0,0,45,United-States,<=50K
Tech-support,Black,Male,0,0,24,United-States,<=50K
Other-service,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,30,United-States,<=50K
Protective-serv,White,Male,0,0,40,United-States,>50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Sales,White,Female,0,0,8,United-States,<=50K
Tech-support,White,Male,0,0,40,United-States,>50K
Handlers-cleaners,White,Male,0,0,48,United-States,<=50K
Other-service,White,Male,0,0,12,United-States,<=50K
Protective-serv,White,Female,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,7,United-States,<=50K
Other-service,White,Female,0,0,15,United-States,<=50K
Prof-specialty,White,Female,0,0,40,United-States,<=50K
?,Black,Female,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,48,United-States,<=50K
?,White,Male,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,60,United-States,<=50K
Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,45,Honduras,<=50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Other-service,Black,Male,0,0,12,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Tech-support,White,Male,0,0,48,United-States,<=50K
Machine-op-inspct,Other,Male,0,0,40,Ecuador,<=50K
Other-service,White,Male,0,0,25,United-States,<=50K
Adm-clerical,White,Male,0,0,45,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,16,United-States,<=50K
Exec-managerial,Black,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,20,United-States,<=50K
Other-service,White,Female,0,0,5,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Sales,Black,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Craft-repair,White,Male,0,0,30,United-States,<=50K
Craft-repair,White,Male,0,0,50,United-States,<=50K
Exec-managerial,White,Male,0,0,45,United-States,<=50K
Handlers-cleaners,White,Male,0,0,44,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,50,Mexico,<=50K
Prof-specialty,White,Male,0,0,60,United-States,<=50K
Adm-clerical,Black,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,70,?,<=50K
Craft-repair,Black,Male,0,0,40,United-States,<=50K
Handlers-cleaners,Black,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,46,United-States,<=50K
Prof-specialty,White,Male,0,0,22,United-States,<=50K
Transport-moving,White,Male,0,0,50,?,<=50K
Transport-moving,Asian-Pac-Islander,Male,0,0,60,Trinadad&Tobago,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,23,United-States,<=50K
Machine-op-inspct,Black,Female,0,0,50,United-States,<=50K
Exec-managerial,Black,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,70,Italy,<=50K
Other-service,Other,Male,0,0,40,Mexico,<=50K
Tech-support,White,Female,0,0,30,United-States,<=50K
Prof-specialty,White,Male,0,0,50,United-States,>50K
Adm-clerical,Asian-Pac-Islander,Female,0,0,50,Laos,<=50K
Protective-serv,White,Male,0,0,40,United-States,>50K
?,White,Male,0,0,20,United-States,>50K
Other-service,Black,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,35,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
?,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,60,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,50,United-States,>50K
Protective-serv,White,Female,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,50,United-States,<=50K
Exec-managerial,White,Male,0,0,50,United-States,<=50K
Prof-specialty,Asian-Pac-Islander,Female,0,0,40,Hong,>50K
?,White,Male,0,0,7,United-States,>50K
Sales,White,Male,0,0,50,Germany,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,40,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
Adm-clerical,Black,Female,0,0,35,United-States,<=50K
Other-service,Asian-Pac-Islander,Female,0,0,40,South,<=50K
Handlers-cleaners,White,Male,0,0,45,United-States,<=50K
Craft-repair,White,Male,0,0,60,United-States,<=50K
Exec-managerial,White,Female,0,0,60,United-States,<=50K
Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Sales,White,Male,0,0,20,Peru,<=50K
Exec-managerial,White,Male,0,0,60,United-States,<=50K
Exec-managerial,White,Male,0,0,45,United-States,<=50K
Exec-managerial,White,Male,0,0,60,United-States,>50K
Machine-op-inspct,White,Female,0,0,48,United-States,<=50K
?,Black,Female,0,0,20,United-States,<=50K
Adm-clerical,White,Female,0,0,42,United-States,<=50K
Exec-managerial,White,Male,0,0,50,United-States,<=50K
Adm-clerical,Asian-Pac-Islander,Female,0,0,12,United-States,<=50K
Transport-moving,White,Male,0,0,55,United-States,<=50K
Protective-serv,Black,Male,0,0,40,United-States,<=50K
Adm-clerical,Black,Female,0,0,20,United-States,<=50K
Other-service,White,Male,0,0,35,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,15,United-States,<=50K
Sales,White,Male,0,0,60,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,Black,Female,0,0,30,United-States,<=50K
Sales,White,Male,0,0,45,United-States,>50K
Handlers-cleaners,White,Male,0,0,25,Mexico,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,45,United-States,>50K
Protective-serv,Black,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,30,United-States,<=50K
Exec-managerial,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,45,United-States,<=50K
Sales,White,Female,0,0,25,?,<=50K
Exec-managerial,White,Male,0,0,45,United-States,>50K
Exec-managerial,White,Male,0,0,45,United-States,<=50K
Exec-managerial,White,Male,0,0,35,United-States,<=50K
Adm-clerical,White,Male,0,0,48,United-States,<=50K
?,White,Female,0,0,30,United-States,<=50K
Farming-fishing,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Exec-managerial,White,Female,0,0,40,England,<=50K
Other-service,White,Male,0,0,30,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Sales,White,Female,0,0,50,United-States,<=50K
Transport-moving,Black,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
?,Black,Male,0,0,50,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,35,United-States,<=50K
Protective-serv,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,55,United-States,>50K
Other-service,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,France,<=50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,38,United-States,<=50K
Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,Mexico,<=50K
Protective-serv,White,Male,0,0,40,United-States,>50K
Prof-specialty,White,Male,0,0,60,United-States,<=50K
Other-service,Black,Female,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Craft-repair,Black,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,20,United-States,<=50K
Priv-house-serv,White,Female,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,40,England,<=50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Handlers-cleaners,White,Female,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Other-service,Black,Female,0,0,30,United-States,<=50K
Exec-managerial,White,Female,0,0,45,United-States,<=50K
?,Black,Male,0,0,25,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,45,United-States,>50K
Exec-managerial,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Tech-support,White,Female,0,0,45,United-States,<=50K
Exec-managerial,White,Female,0,0,50,United-States,>50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Machine-op-inspct,Black,Male,0,0,40,United-States,>50K
Adm-clerical,White,Male,0,0,40,Mexico,<=50K
Adm-clerical,White,Male,0,0,40,United-States,>50K
Other-service,White,Female,0,0,20,United-States,<=50K
Farming-fishing,White,Male,0,0,40,Mexico,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Machine-op-inspct,White,Male,0,0,48,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,10,United-States,<=50K
?,White,Female,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,48,United-States,<=50K
Transport-moving,Black,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,45,United-States,<=50K
Prof-specialty,White,Male,0,0,46,United-States,>50K
Sales,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,>50K
Craft-repair,White,Female,0,0,25,United-States,<=50K
Other-service,Other,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,27,United-States,<=50K
Tech-support,White,Male,0,0,16,United-States,<=50K
Sales,White,Female,0,0,25,United-States,<=50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
?,White,Female,0,0,20,United-States,<=50K
Exec-managerial,White,Male,0,0,50,United-States,<=50K
Sales,White,Male,0,0,13,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Exec-managerial,Black,Female,0,0,50,United-States,>50K
Craft-repair,White,Male,0,0,45,United-States,>50K
Sales,White,Male,0,0,50,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
?,White,Male,0,0,8,United-States,<=50K
Handlers-cleaners,White,Female,0,0,40,United-States,<=50K
Sales,White,Male,0,0,18,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,32,United-States,<=50K
Sales,Asian-Pac-Islander,Male,0,0,40,Cambodia,>50K
Machine-op-inspct,White,Female,0,0,40,Columbia,<=50K
Machine-op-inspct,White,Female,0,0,25,United-States,<=50K
Other-service,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Farming-fishing,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,19,United-States,<=50K
Other-service,White,Male,0,0,20,United-States,<=50K
Other-service,White,Male,0,0,75,Mexico,<=50K
Tech-support,White,Male,0,0,38,United-States,<=50K
Prof-specialty,White,Female,0,0,45,England,<=50K
Machine-op-inspct,White,Male,0,0,45,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,45,United-States,>50K
Farming-fishing,White,Male,0,0,30,United-States,<=50K
?,White,Female,0,0,25,United-States,<=50K
Exec-managerial,White,Male,0,0,50,United-States,>50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Sales,White,Female,0,0,30,United-States,<=50K
Handlers-cleaners,White,Male,0,0,15,United-States,<=50K
Other-service,White,Female,0,0,20,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Handlers-cleaners,Other,Male,0,0,40,Mexico,<=50K
Other-service,White,Male,0,0,48,United-States,<=50K
?,White,Male,0,0,70,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,70,United-States,<=50K
Other-service,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
?,Black,Female,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,40,El-Salvador,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,50,United-States,<=50K
Machine-op-inspct,White,Male,0,0,45,United-States,>50K
Craft-repair,White,Male,0,0,20,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,>50K
Prof-specialty,White,Female,0,0,50,United-States,<=50K
?,White,Male,0,0,20,United-States,<=50K
Craft-repair,White,Male,0,0,49,United-States,<=50K
Sales,White,Male,0,0,60,United-States,<=50K
Exec-managerial,White,Female,0,0,35,United-States,<=50K
Craft-repair,White,Male,0,0,48,United-States,>50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,52,Mexico,<=50K
Adm-clerical,White,Female,0,0,50,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,30,United-States,<=50K
Sales,White,Male,0,0,55,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,70,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,48,United-States,<=50K
Sales,White,Female,0,0,47,United-States,<=50K
Craft-repair,White,Male,0,0,32,Mexico,<=50K
Prof-specialty,White,Female,0,0,45,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
?,White,Female,0,0,40,United-States,<=50K
